lamb_air,flux
8539.653765351562,0.8712396
8539.753738314588,0.8633151
8539.853711277608,0.8549401
8539.953684240621,0.8476566
8540.05365720363,0.84072983
8540.153630166633,0.83058274
8540.253603129631,0.8180525
8540.353576092626,0.80479276
8540.453549055614,0.7915256
8540.553522018598,0.7778119
8540.653494981572,0.7616368
8540.753467944545,0.7455961
8540.853440907513,0.7307002
8540.953413870473,0.7139058
8541.053386833431,0.6941288
8541.15335979638,0.6709292
8541.253332759326,0.648035
8541.353305722267,0.6238859
8541.453278685203,0.5964372
8541.55325164813,0.5659438
8541.653224611056,0.5315906
8541.753197573977,0.49527952
8541.85317053689,0.46041724
8541.953143499797,0.4308495
8542.053116462703,0.4120427
8542.1530894256,0.40880078
8542.253062388492,0.41871628
8542.35303535138,0.44532597
8542.453008314262,0.4811043
8542.55298127714,0.52008915
